# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 13 10:46:08 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_ratdor,pl_ratror,pl_rade,st_rad,st_kep,st_k2
399,EPIC 205071984,EPIC 205071984.03,K2-32 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,20.66020000,2456961.406700,,0.03260,3.320,0.92,12.005,9.821
400,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99213000,2456909.918320,,0.05560,5.620,0.92,12.005,9.821
401,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99194200,2456900.926710,20.245164,0.05649,5.171,0.84,12.005,9.821
402,EPIC 205084841,EPIC 205084841.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,16h33m35.83s,248.399277,-19d28m45.1s,-19.479185,11.31009000,2456893.859200,,0.11900,130.000,10.00,15.605,12.612
403,EPIC 205111664,EPIC 205111664.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,16h14m43.23s,243.680115,-19d20m47.8s,-19.346617,15.93737800,2456906.431000,,0.02135,1.840,0.70,12.129,9.875
404,EPIC 205117205,EPIC 205117205.01,K2-33 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CONFIRMED,,,1,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,5.42240000,2456898.670500,,,,,14.357,10.026
405,EPIC 205117205,EPIC 205117205.01,K2-33 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,5.42520610,2456898.690000,,0.04747,0.868,0.16,14.357,10.026
406,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63311000,2456902.266600,,0.18610,44.000,2.19,13.651,10.120
407,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63091654,2456902.267489,,,,,13.651,10.120
408,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63237000,2456902.268000,,0.18870,10.700,0.47,13.651,10.120
409,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37983009,2456896.498220,,,,,12.389,10.554
410,EPIC 205148699,EPIC 205148699.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37732600,2456896.512160,,0.17542,27.000,1.43,12.389,10.554
411,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37729860,2456896.513000,,0.17440,16.600,0.78,12.389,10.554
412,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98036126,2456894.604000,,0.02071,1.440,0.58,13.486,10.524
413,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,,,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98041400,2456959.309150,5.300000,0.02190,1.580,0.66,13.486,10.524
414,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.97988263,2456896.576380,,,,,13.486,10.524
415,EPIC 205242733,EPIC 205242733.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,16h27m31.18s,246.879898,-18d40m30.6s,-18.675165,2.41650660,2456896.717000,,0.02173,0.988,0.38,13.493,10.487
416,EPIC 205252523,EPIC 205252523.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,16h28m10.43s,247.043442,-18d37m26.1s,-18.623919,4.49843540,2456897.605000,,0.04131,3.120,0.66,14.793,12.084
417,EPIC 205463986,EPIC 205463986.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,16h06m06.63s,241.527634,-17d25m02.5s,-17.417355,2.32404890,2456895.914000,,0.46990,33.400,0.78,10.919,9.072
418,EPIC 205483258,EPIC 205483258.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,,1,16h23m24.55s,245.852280,-17d17m27.1s,-17.290869,5.66830000,2456890.422920,,,,,13.724,9.652
419,EPIC 205489894,EPIC 205489894.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,16h29m53.84s,247.474335,-17d14m50.0s,-17.247229,14.65819600,2456907.075000,,0.03059,1.600,0.45,12.337,8.965
420,EPIC 205570849,EPIC 205570849.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,16h19m27.22s,244.863434,-16d41m21.0s,-16.689157,16.85800000,2456894.672300,,0.04700,5.600,1.07,12.122,10.414
421,EPIC 205686202,EPIC 205686202.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,16h26m34.33s,246.643036,-15d47m32.6s,-15.792386,13.15697400,2456897.145000,,0.08041,5.190,0.54,14.039,10.641
422,EPIC 205686202,EPIC 205686202.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,16h26m34.33s,246.643036,-15d47m32.6s,-15.792386,13.15628000,2456897.147100,,0.07820,3.200,0.38,14.039,10.641
423,EPIC 205703094,EPIC 205703094.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,16.23500000,2456899.889000,,0.08600,11.000,1.20,12.514,10.361
424,EPIC 205703094,EPIC 205703094.03,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,24.99220000,2456908.031000,,0.28000,36.000,1.20,12.514,10.361
425,EPIC 205703094,EPIC 205703094.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,8.11910000,2456895.816900,,0.45000,57.000,1.20,12.514,10.361
426,EPIC 205904628,EPIC 205904628.01,K2-167 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,22h26m18.19s,336.575775,-18d00m40.2s,-18.011169,9.97748100,2456979.936780,19.425698,0.01413,2.819,1.83,8.220,6.887
427,EPIC 205904628,EPIC 205904628.01,K2-167 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h26m18.19s,336.575775,-18d00m40.2s,-18.011169,9.97540300,2456979.941000,,0.01516,2.130,1.18,8.220,6.887
428,EPIC 205916793,EPIC 205916793.01,K2-54 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,9.78430000,2456982.936000,,0.02720,1.150,0.38,13.441,11.075
429,EPIC 205924614,EPIC 205924614.01,K2-55 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,2.84925800,2456983.422980,,0.05520,3.820,0.63,13.087,10.471
430,EPIC 205924614,EPIC 205924614.01,K2-55 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,2.84927000,2456983.423000,10.440000,0.05600,4.400,,13.087,10.471
431,EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,2.84928180,2456980.574000,,0.05814,4.430,0.65,13.087,10.471
432,EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,2.84947127,2456983.419498,,,,,13.087,10.471
433,EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..159S target=ref>Schmitt et al. 2016</a>,CONFIRMED,,,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,2.84930000,2456983.424500,10.100000,0.05740,,,13.087,10.471
434,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47563130,2456981.815000,,0.02869,2.480,0.81,12.410,10.648
435,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47564100,2456981.815170,7.536817,0.05583,5.023,0.82,12.410,10.648
436,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47552700,2456981.816700,,0.38000,42.000,1.06,12.410,10.648
437,EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h43m50.32s,340.959686,-16d27m44.8s,-16.462458,17.72583700,2456989.194000,,0.06395,6.630,1.11,11.160,9.864
438,EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,22h43m50.32s,340.959686,-16d27m44.8s,-16.462458,17.72507000,2456989.196300,,0.31000,45.000,1.33,11.160,9.864
439,EPIC 205947214,EPIC 205947214.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,22h18m27.99s,334.616638,-16d27m39.3s,-16.460911,54.16983200,2456983.710000,,0.40520,22.000,0.55,16.121,12.777
440,EPIC 205950854,EPIC 205950854.01,K2-168 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,15.85412000,2456990.887000,,0.02208,2.340,0.88,12.105,10.549
441,EPIC 205950854,EPIC 205950854.01,K2-168 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,15.85398900,2456990.887740,27.885720,0.02249,2.144,0.87,12.105,10.549
442,EPIC 205957328,EPIC 205957328.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35334700,2456981.588000,,0.02383,2.190,0.79,12.464,10.641
443,EPIC 205957328,EPIC 205957328.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35343800,2456981.585510,30.729420,0.02391,2.160,0.83,12.464,10.641
444,EPIC 205976958,EPIC 205976958.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,22h37m14.33s,339.309692,-15d30m50.9s,-15.514149,2.31814660,2456980.703000,,0.03644,2.900,0.67,15.557,12.520
445,EPIC 205990339,EPIC 205990339.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,,1,22h03m53.13s,330.971375,-15d06m23.6s,-15.106543,19.44212000,2456992.137300,,0.63000,22.000,0.35,16.768,14.220
446,EPIC 205990339,EPIC 205990339.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h03m53.13s,330.971375,-15d06m23.6s,-15.106543,19.44189900,2456992.136000,,0.37920,4.150,0.11,16.768,14.220
447,EPIC 205996447,EPIC 205996447.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,22h38m54.39s,339.726624,-14d55m32.4s,-14.925673,0.80032756,2456980.092000,,0.36180,21.300,0.61,15.262,12.312
448,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26335400,2456984.094000,,0.02600,2.160,0.76,12.932,11.011
449,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26310000,2456984.093200,,0.02380,1.870,0.72,12.932,11.011
450,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.25823207,2456984.105403,,,,,12.932,11.011
451,EPIC 206007892,EPIC 206007892.01,K2-169 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,6.37961000,2456982.017000,,0.01388,1.410,0.83,12.023,10.371
452,EPIC 206007892,EPIC 206007892.01,K2-169 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,6.38080300,2456982.009710,13.592261,0.01270,1.273,0.92,12.023,10.371
453,EPIC 206008091,EPIC 206008091.02,K2-170 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,7.57672060,2456986.184000,,0.01287,1.500,0.98,12.506,11.075
454,EPIC 206008091,EPIC 206008091.02,K2-170 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,7.57654400,2456986.185530,14.299758,0.01324,1.418,0.98,12.506,11.075
455,EPIC 206008091,EPIC 206008091.01,K2-170 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,12.40004700,2456985.666940,20.900713,0.01683,1.802,0.98,12.506,11.075
456,EPIC 206008091,EPIC 206008091.01,K2-170 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,12.40073100,2456985.665000,,0.01629,1.920,0.98,12.506,11.075
457,EPIC 206011496,EPIC 206011496.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36919300,2456981.642500,,0.01636,1.620,0.91,10.916,9.259
458,EPIC 206011496,EPIC 206011496.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36900800,2456981.645770,7.283787,0.01714,1.662,0.89,10.916,9.259
459,EPIC 206011496,EPIC 206011496.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36840828,2456981.653147,,,,,10.916,9.259
460,EPIC 206011496,EPIC 206011496.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36904380,2456981.645000,,0.01662,1.630,0.81,10.916,9.259
461,EPIC 206011691,EPIC 206011691.02,K2-21 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,15.50116000,2456988.471500,,0.03020,1.530,0.46,12.316,9.417
462,EPIC 206011691,EPIC 206011691.02,K2-21 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,15.50189000,2456988.471000,35.620000,0.03600,2.510,,12.316,9.417
463,EPIC 206011691,EPIC 206011691.01,K2-21 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,9.32389000,2456989.424700,,0.02460,1.250,0.46,12.316,9.417
464,EPIC 206011691,EPIC 206011691.02,K2-21 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,15.49412230,2456988.483101,,,,,12.316,9.417
465,EPIC 206011691,EPIC 206011691.01,K2-21 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,9.32502000,2456989.422000,25.400000,0.02600,1.850,,12.316,9.417
466,EPIC 206011691,EPIC 206011691.02,K2-21 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,15.50410200,2456988.466000,,0.03099,2.290,0.60,12.316,9.417
467,EPIC 206011691,EPIC 206011691.01,K2-21 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,9.32514980,2456980.096000,,0.02673,1.890,0.60,12.316,9.417
468,EPIC 206024342,EPIC 206024342.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.63700000,2456985.489800,,0.02490,4.000,1.50,13.046,11.487
469,EPIC 206024342,EPIC 206024342.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,0.91165670,2456980.070000,,0.01593,1.350,0.94,13.046,11.487
470,EPIC 206024342,EPIC 206024342.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.64154100,2456985.482000,,0.03369,2.940,0.94,13.046,11.487
471,EPIC 206026136,EPIC 206026136.01,K2-57 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,9.00630000,2456984.336000,,0.03080,2.100,0.62,14.101,11.645
472,EPIC 206026136,EPIC 206026136.01,K2-57 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,9.00715600,2456984.335000,,0.03054,2.530,0.68,14.101,11.645
473,EPIC 206026904,EPIC 206026904.01,K2-58 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,7.05254000,2456986.976300,,0.02800,2.680,0.86,12.150,10.215
